portfolio_cluster,items,median_price,mean_discount_pct,median_sizes,dominant_category,dominant_color,share_pct,signal,interpretation
4,5,1048.0,0.0,5.0,Biquínis,Preto,0.85,SPARSE_PORTFOLIO_ZONE,Região pouco ocupada no espaço estrutural do catálogo; requer validação de demanda antes de tratar como oportunidade.
