product_id,name,url,collection,category,color,price,original_price,discount_pct,sizes,description,composition,availability_text,image_urls,source,collected_at,price_source,price_confidence,price_http_status,price_error
3006,Biquíni Bercy Pérola,https://www.intibrand.com/produto/biquini-bercy-perola-3006,VERÃO 2027,Biquínis,Pérola,110.0,394.5,72.12,P|M|G,"Biquíni formato triângulo, textura de nervura, com parte superior fixa e duas alças de sustentação finas e também fixas. Calcinha estilo asa-delta e com detalhe de nervura. Confeccionada em tecido de microfibra e acabamento todo embutido. Confeccionado em Microfibra (malha de poliamida). Composição: 85% Poliamida, 15% Elastano.","85% Poliamida, 15% Elastano.",unavailable,https://cdn.vnda.com.br/intibrand/2023/06/21/14_6_0_002_BIQUC38DNI20BERCY20PC389ROLA20FRENTE.jpg?v=1713551785,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,
3005,Biquíni Bercy Preto,https://www.intibrand.com/produto/biquini-bercy-preto-3005,VERÃO 2027,Biquínis,Preto,110.0,394.5,72.12,P|M|G,"Biquíni formato triângulo, textura de nervura, com parte superior fixa e duas alças de sustentação finas e também fixas. Calcinha estilo asa-delta e com detalhe de nervura. Confeccionada em tecido de microfibra e acabamento todo embutido. Confeccionado em Microfibra (malha de poliamida). Composição: 85% Poliamida, 15% Elastano.","85% Poliamida, 15% Elastano.",unavailable,https://cdn.vnda.com.br/intibrand/2022/11/29/19_11_4_414_BIQUC38DNI20BERCY20PRETO20FRENTE.jpg?v=1669761707,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,
3011,Biquíni Malawi Pérola,https://www.intibrand.com/produto/biquini-malawi-perola-3011,VERÃO 2027,Biquínis,Pérola,110.0,384.5,71.39,P|M|G,"Biquini com formato reto, textura de nervura e com alças de sustentação fixas. Parte posterior com fechamento por fecho metal. Calcinha com pala com detalhe de nervura na parte frontal e costura toda embutida. Confeccionado em Microfibra (malha de poliamida). Composição: 85% Poliamida, 15% Elastano.","85% Poliamida, 15% Elastano.",unavailable,https://cdn.vnda.com.br/intibrand/2023/07/17/16_12_26_831_16_7_6_669_biquicc81ni20malawi20pecc81rola20frente.jpg?v=1689621184,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,
4867,Biquíni Alann Pérola,https://www.intibrand.com/produto/biquini-alann-perola-4867,VERÃO 2027,Biquínis,Pérola,220.0,699.0,68.53,PP|P|M|G,"O Biquíni Alann combina delicadeza e modernidade, transformando qualquer produção de praia. O top triangular apresenta alça em metal exclusiva que valoriza o busto. A calcinha, com tiras finas, alonga a silhueta e cria um visual clean e elegante. Composição: 84% Poliamida / 16% Elastano Modelo veste PP.",84% Poliamida / 16% Elastano,unavailable,https://cdn.vnda.com.br/intibrand/2026/04/01/17_52_43_626_gaby-20v-c3-8ddeos-20-20-story-20-202026-04-01t175204-361-17043590.jpg?v=1775076769,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,
4868,Biquíni Alann Preto,https://www.intibrand.com/produto/biquini-alann-preto-4868,VERÃO 2027,Biquínis,Preto,220.0,699.0,68.53,PP|P|M|G,"O Biquíni Alann combina delicadeza e modernidade, transformando qualquer produção de praia. O top triangular apresenta alça em metal exclusiva que valoriza o busto. A calcinha, com tiras finas, alonga a silhueta e cria um visual clean e elegante. Composição: 84% Poliamida / 16% Elastano Modelo veste PP.",84% Poliamida / 16% Elastano,partial_or_variant_unavailable,https://cdn.vnda.com.br/intibrand/2026/04/01/17_53_51_963_gaby-20v-c3-8ddeos-20-20-story-20-202026-04-01t175334-222-17045380.jpg?v=1775076831,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,
4870,Biquíni Alann Marrom,https://www.intibrand.com/produto/biquini-alann-marrom-4870,VERÃO 2027,Biquínis,Marrom,220.0,699.0,68.53,PP|P|M|G,"O Biquíni Alann combina delicadeza e modernidade, transformando qualquer produção de praia. O top triangular apresenta alça em metal exclusiva que valoriza o busto. A calcinha, com tiras finas, alonga a silhueta e cria um visual clean e elegante. Composição: 87% Poliéster / 13% Elastano Modelo veste PP.",87% Poliéster / 13% Elastano,partial_or_variant_unavailable,https://cdn.vnda.com.br/intibrand/2026/04/01/17_51_30_138_gaby-20v-c3-8ddeos-20-20-story-20-202026-04-01t175034-449-17049000.jpg?v=1775076690,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,
4629,Biquíni Eaton Preto,https://www.intibrand.com/produto/biquini-eaton-preto-4629,VERÃO 2027,Biquínis,Preto,116.0,364.5,68.18,P|M|G,"A delicadeza dos detalhes torna o Biquíni Eaton um modelo único. Seu top triangular possui alças ultra finas em aviamento metálico, criando uma estética inovadora e minimalista. A calcinha de amarração lateral permite ajuste personalizado e traz um ótimo caimento para composições elegantes e atemporais. Composição: 84% Poliamida / 16% Elastano Modelo veste PP.",84% Poliamida / 16% Elastano,partial_or_variant_unavailable,https://cdn.vnda.com.br/intibrand/2025/09/24/10_59_22_177_biqu-c3-8dni-20eaton-20preto-20frente-10099000.jpg?v=1758722362,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,
4628,Biquíni Eaton Pérola,https://www.intibrand.com/produto/biquini-eaton-perola-4628,VERÃO 2027,Biquínis,Pérola,116.0,364.5,68.18,P|M|G,"A delicadeza dos detalhes torna o Biquíni Eaton um modelo único. Seu top triangular possui alças ultra finas em aviamento metálico, criando uma estética inovadora e minimalista. A calcinha de amarração lateral permite ajuste personalizado e traz um ótimo caimento para composições elegantes e atemporais. Composição: 84% Poliamida / 16% Elastano Modelo veste PP.",84% Poliamida / 16% Elastano,unavailable,https://cdn.vnda.com.br/intibrand/2025/09/24/10_57_13_657_biqu-c3-8dni-20eaton-20p-c3-89rola-20frente-10097570.jpg?v=1758722233,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,
4630,Biquíni Eaton Cobre,https://www.intibrand.com/produto/biquini-eaton-cobre-4630,VERÃO 2027,Biquínis,Cobre,116.0,364.5,68.18,P|M|G,"A delicadeza dos detalhes torna o Biquíni Eaton um modelo único. Seu top triangular possui alças ultra finas em aviamento metálico, criando uma estética inovadora e minimalista. A calcinha de amarração lateral permite ajuste personalizado e traz um ótimo caimento para composições elegantes e atemporais. Composição: 87% Poliéster / 13% Elastano Modelo veste PP.",87% Poliéster / 13% Elastano,partial_or_variant_unavailable,https://cdn.vnda.com.br/intibrand/2025/09/24/10_58_12_120_biqu-c3-8dni-20eaton-20cobre-20frente-20-1-10092880.jpg?v=1758722296,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,
4393,Biquíni Atticus Pérola,https://www.intibrand.com/produto/biquini-atticus-perola-4393,VERÃO 2027,Biquínis,Pérola,110.0,334.5,67.12,P|M|G,"O Biquíni Atticus combina elegância e conforto em uma peça sofisticada para o verão. O top tem aro fixo e as alças largas garantem sustentação e conforto, ideal para diversos tipos de corpos. Para a calcinha escolhemos nosso clássico asa delta. Feito em microfibra. Composição: 84% Poliamida / 16% Elastano Modelo veste PP.",84% Poliamida / 16% Elastano,unavailable,https://cdn.vnda.com.br/intibrand/2025/01/28/17_09_32_198_17_1_6_610_biquc38dni20atticus20pc389rola2020frente202201.jpg?v=1738094972,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,
4395,Biquíni Atticus Terracota,https://www.intibrand.com/produto/biquini-atticus-terracota-4395,VERÃO 2027,Biquínis,Terracota,110.0,334.5,67.12,P|M|G,"O Biquíni Atticus combina elegância e conforto em uma peça sofisticada para o verão. O top tem aro fixo e as alças largas garantem sustentação e conforto, ideal para diversos tipos de corpos. Para a calcinha escolhemos nosso clássico asa delta. Feito em trilobal. Composição: 85% Poliamida / 15% Elastano Modelo veste PP.",85% Poliamida / 15% Elastano,unavailable,https://cdn.vnda.com.br/intibrand/2025/01/28/17_09_58_512_17_1_9_929_biquc38dni20atticus20terracota20frente201.jpg?v=1745944669,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,
5006,Biquíni Castillo Terracota,https://www.intibrand.com/produto/biquini-castillo-terracota-5006,VERÃO 2027,Biquínis,Terracota,232.0,679.0,65.83,PP|P|M|G,"Biquíni Castillo une elegância e personalidade em uma proposta sofisticada. O top assimétrico ganha destaque pelo aviamento metálico exclusivo com o DNA da INTI, que confere um toque contemporâneo e sofisticado ao design. Possui bojo removível. A calcinha de modelagem asa delta clássica complementa o conjunto com caimento impecável, valorizando a silhueta e garantindo um visual atemporal e elegante. Confeccionado em malha de microfibra levemente acetinada. Modelo veste PP.",,partial_or_variant_unavailable,https://cdn.vnda.com.br/intibrand/2026/08/19/17_10_54_845_biqu-c3-8dni-20castillo-20terracota-20frente-20-1-17088710.jpg?v=1787170276,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,
5005,Biquíni Castillo Preto,https://www.intibrand.com/produto/biquini-castillo-preto-5005,VERÃO 2027,Biquínis,Preto,232.0,679.0,65.83,PP|P|M|G,"Biquíni Castillo une elegância e personalidade em uma proposta sofisticada. O top assimétrico ganha destaque pelo aviamento metálico exclusivo com o DNA da INTI, que confere um toque contemporâneo e sofisticado ao design. Possui bojo removível. A calcinha de modelagem asa delta clássica complementa o conjunto com caimento impecável, valorizando a silhueta e garantindo um visual atemporal e elegante. Confeccionado em malha fluity. Modelo veste PP.",,partial_or_variant_unavailable,https://cdn.vnda.com.br/intibrand/2026/08/19/17_11_48_493_biqu-c3-8dni-20castillo-20preto-20frente-20-1-17083250.jpg?v=1787170318,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,
5003,Biquíni Castillo Off-White,https://www.intibrand.com/produto/biquini-castillo-off-white-5003,VERÃO 2027,Biquínis,Off White,232.0,679.0,65.83,PP|P|M|G,"Biquíni Castillo une elegância e personalidade em uma proposta sofisticada. O top assimétrico ganha destaque pelo aviamento metálico exclusivo com o DNA da INTI, que confere um toque contemporâneo e sofisticado ao design. Possui bojo removível. A calcinha de modelagem asa delta clássica complementa o conjunto com caimento impecável, valorizando a silhueta e garantindo um visual atemporal e elegante. Confeccionado em malha fluity. Modelo veste PP.",,unavailable,https://cdn.vnda.com.br/intibrand/2026/08/19/16_05_44_414_biqu-c3-8dni-20castillo-20off-white-20frente-202-16086210.jpg?v=1787166355,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,
4429,Biquíni Riva Pérola,https://www.intibrand.com/produto/biquini-riva-perola-4429,VERÃO 2027,Biquínis,Pérola,120.0,344.5,65.17,P|M|G,"O biquíni destaca-se pelo design moderno e elegante. O top assimétrico possui alça dupla que se cruza sobre o ombro, e um detalhe vazado na frente, trazendo um toque sofisticado. Ambos, o top e a calcinha, hot pants, contam com aviamentos metalizados, conferindo um acabamento luxuoso à peça. Composição: 84% Poliamida / 16% Elastano Modelo veste PP.",84% Poliamida / 16% Elastano,unavailable,https://cdn.vnda.com.br/intibrand/2025/01/31/13_58_59_228_13_1_3_384_biquc38dni20riva20pc389rola20frente202201.jpg?v=1746026635,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,
4430,Biquíni Riva Preto,https://www.intibrand.com/produto/biquini-riva-preto-4430,VERÃO 2027,Biquínis,Preto,120.0,344.5,65.17,P|M|G,"O biquíni destaca-se pelo design moderno e elegante. O top assimétrico possui alça dupla que se cruza sobre o ombro, e um detalhe vazado na frente, trazendo um toque sofisticado. Ambos, o top e a calcinha, hot pants, contam com aviamentos metalizados, conferindo um acabamento luxuoso à peça. Composição: 84% Poliamida / 16% Elastano Modelo veste PP.",84% Poliamida / 16% Elastano,unavailable,https://cdn.vnda.com.br/intibrand/2025/01/31/13_58_03_688_13_1_7_723_biquc38dni20riva20preto20frente201.jpg?v=1738342688,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,
4431,Biquíni Riva Azul Índigo,https://www.intibrand.com/produto/biquini-riva-azul-indigo-4431,VERÃO 2027,Biquínis,Azul Índigo,120.0,344.5,65.17,P|M|G,"O biquíni destaca-se pelo design moderno e elegante. O top assimétrico possui alça dupla que se cruza sobre o ombro, e um detalhe vazado na frente, trazendo um toque sofisticado. Ambos, o top e a calcinha, hot pants, contam com aviamentos metalizados, conferindo um acabamento luxuoso à peça. Modelo veste PP.",,unavailable,https://cdn.vnda.com.br/intibrand/2025/05/21/15_15_08_712_15_5_0_031_biquc38dni20riva20azul20c38dndigo20lado.jpg?v=1747851341,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,
