product_id,name,category,color,sizes,size_count,size_coverage_score,url
4481,Cropped Ophelia Preto,Croppeds,Preto,36|38|40|42,4,100.0,https://www.intibrand.com/produto/cropped-ophelia-preto-4481
4379,Cropped Petal Off-White,Croppeds,Off White,36|38|40|42,4,100.0,https://www.intibrand.com/produto/cropped-petal-off-white-4379
4380,Cropped Petal Preto,Croppeds,Preto,36|38|40|42,4,100.0,https://www.intibrand.com/produto/cropped-petal-preto-4380
4381,Cropped Petal Vermelho,Croppeds,Vermelho,36|38|40|42,4,100.0,https://www.intibrand.com/produto/cropped-petal-vermelho-4381
3620,Cropped Phuket Pink Juice,Croppeds,Pink Juice,PP|P|M|G,4,100.0,https://www.intibrand.com/produto/cropped-phuket-pink-juice-3620
3135,Cropped Robie Off-White,Croppeds,Off White,36|38|40|42,4,100.0,https://www.intibrand.com/produto/cropped-robie-off-white-3135
3137,Cropped Robie Preto,Croppeds,Preto,36|38|40|42,4,100.0,https://www.intibrand.com/produto/cropped-robie-preto-3137
3767,Cropped Saarinen Off-White,Croppeds,Off White,PP|P|M|G,4,100.0,https://www.intibrand.com/produto/cropped-saarinen-off-white-3767
4087,Cropped Wiley Off-White,Croppeds,Off White,36|38|40|42,4,100.0,https://www.intibrand.com/produto/cropped-wiley-off-white-4087
4859,Pareô Grazia Marrom,Pareôs,Marrom,PP|P|M|G,4,100.0,https://www.intibrand.com/produto/pareo-grazia-marrom-4859
4857,Pareô Grazia Pérola,Pareôs,Pérola,PP|P|M|G,4,100.0,https://www.intibrand.com/produto/pareo-grazia-perola-4857
4858,Pareô Grazia Preto,Pareôs,Preto,PP|P|M|G,4,100.0,https://www.intibrand.com/produto/pareo-grazia-preto-4858
4683,Pareô Heidi Cobre,Pareôs,Cobre,PP|P|M|G,4,100.0,https://www.intibrand.com/produto/pareo-heidi-cobre-4683
4684,Pareô Heidi Vermelho,Pareôs,Vermelho,PP|P|M|G,4,100.0,https://www.intibrand.com/produto/pareo-heidi-vermelho-4684
4590,Pareô Leanni Cobre,Pareôs,Cobre,PP|P|M|G,4,100.0,https://www.intibrand.com/produto/pareo-leanni-cobre-4590
4588,Pareô Leanni Pérola,Pareôs,Pérola,PP|P|M|G,4,100.0,https://www.intibrand.com/produto/pareo-leanni-perola-4588
4589,Pareô Leanni Preto,Pareôs,Preto,PP|P|M|G,4,100.0,https://www.intibrand.com/produto/pareo-leanni-preto-4589
3718,Pareô Maya Azul,Pareôs,Azul,PP|P|M|G,4,100.0,https://www.intibrand.com/produto/pareo-maya-azul-3718
4223,Pareô Maya Azul Índigo,Pareôs,Azul Índigo,PP|P|M|G,4,100.0,https://www.intibrand.com/produto/pareo-maya-azul-indigo-4223
3636,Pareô Maya Azul Marinho,Pareôs,Azul Marinho,PP|P|M|G,4,100.0,https://www.intibrand.com/produto/pareo-maya-azul-marinho-3636
3964,Pareô Maya Pérola,Pareôs,Pérola,PP|P|M|G,4,100.0,https://www.intibrand.com/produto/pareo-maya-perola-3964
3640,Pareô Maya Preto,Pareôs,Preto,PP|P|M|G,4,100.0,https://www.intibrand.com/produto/pareo-maya-preto-3640
4523,Saia Dorian Off-White,Saias,Off White,36|38|40|42,4,100.0,https://www.intibrand.com/produto/saia-dorian-off-white-4523
4524,Saia Dorian Preto,Saias,Preto,36|38|40|42,4,100.0,https://www.intibrand.com/produto/saia-dorian-preto-4524
4194,Saia Gianni Preta,Saias,,36|38|40|42,4,100.0,https://www.intibrand.com/produto/saia-gianni-preta-4194
4572,Saia Hazel Off-White,Saias,Off White,36|38|40|42,4,100.0,https://www.intibrand.com/produto/saia-hazel-off-white-4572
4036,Saia Keith Off-White,Saias,Off White,36|38|40|42,4,100.0,https://www.intibrand.com/produto/saia-keith-off-white-4036
4676,Saia Lisse Off-White,Saias,Off White,36|38|40|42,4,100.0,https://www.intibrand.com/produto/saia-lisse-off-white-4676
4677,Saia Lisse Preto,Saias,Preto,36|38|40|42,4,100.0,https://www.intibrand.com/produto/saia-lisse-preto-4677
3948,Saída Bennett Pérola,Saídas,Pérola,PP|P|M|G,4,100.0,https://www.intibrand.com/produto/saida-bennett-perola-3948
3949,Saída Bennett Preta,Saídas,,PP|P|M|G,4,100.0,https://www.intibrand.com/produto/saida-bennett-preta-3949
4584,Saída Clarke Cobre,Saídas,Cobre,PP|P|M|G,4,100.0,https://www.intibrand.com/produto/saida-clarke-cobre-4584
4581,Saída Clarke Pérola,Saídas,Pérola,PP|P|M|G,4,100.0,https://www.intibrand.com/produto/saida-clarke-perola-4581
4582,Saída Clarke Preto,Saídas,Preto,PP|P|M|G,4,100.0,https://www.intibrand.com/produto/saida-clarke-preto-4582
4583,Saída Clarke Vermelho,Saídas,Vermelho,PP|P|M|G,4,100.0,https://www.intibrand.com/produto/saida-clarke-vermelho-4583
4533,Short Adonis Preto,Shorts,Preto,36|38|40|42,4,100.0,https://www.intibrand.com/produto/short-adonis-preto-4533
4598,Short Linho Strauss Caramelo,Shorts,Caramelo,36|38|40|42,4,100.0,https://www.intibrand.com/produto/short-linho-strauss-caramelo-4598
4597,Short Linho Strauss Preto,Shorts,Preto,36|38|40|42,4,100.0,https://www.intibrand.com/produto/short-linho-strauss-preto-4597
4520,Short Saia Donati Preto,Shorts,Preto,36|38|40|42,4,100.0,https://www.intibrand.com/produto/short-saia-donati-preto-4520
4673,Short Saia Kahn Off-White,Shorts,Off White,36|38|40|42,4,100.0,https://www.intibrand.com/produto/short-saia-kahn-off-white-4673
4674,Short Saia Kahn Preto,Shorts,Preto,36|38|40|42,4,100.0,https://www.intibrand.com/produto/short-saia-kahn-preto-4674
4678,Short Vesu Off-White,Shorts,Off White,36|38|40|42,4,100.0,https://www.intibrand.com/produto/short-vesu-off-white-4678
4437,Sobretudo Ferraro Off-White,Sobretudos,Off White,36|38|40|42,4,100.0,https://www.intibrand.com/produto/sobretudo-ferraro-off-white-4437
2333,Top Orion Branco | Orion Top White,Croppeds,Branco,P|M|G|GG,4,100.0,https://www.intibrand.com/produto/top-orion-branco-2333
4790,Macacão Aaron Off-White,Macacões,Off White,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/macacao-aaron-off-white-4790
4791,Macacão Aaron Preto,Macacões,Preto,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/macacao-aaron-preto-4791
3738,Macacão Alberts Bege,Macacões,Bege,36|38|40|42|44,5,100.0,https://www.intibrand.com/produto/macacao-alberts-bege-3738
3739,Macacão Alberts Off-White,Macacões,Off White,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/macacao-alberts-off-white-3739
3740,Macacão Alberts Preto,Macacões,Preto,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/macacao-alberts-preto-3740
4811,Macacão Megan Preto,Macacões,Preto,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/macacao-megan-preto-4811
4812,Macacão Megan Vermelho,Macacões,Vermelho,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/macacao-megan-vermelho-4812
4234,Macacão Oliver Framboesa,Macacões,Framboesa,36|38|40|42|44,5,100.0,https://www.intibrand.com/produto/macacao-oliver-framboesa-4234
4231,Macacão Oliver Off-White,Macacões,Off White,36|38|40|42|44,5,100.0,https://www.intibrand.com/produto/macacao-oliver-off-white-4231
4233,Macacão Oliver Vermelho,Macacões,Vermelho,36|38|40|42|44,5,100.0,https://www.intibrand.com/produto/macacao-oliver-vermelho-4233
4564,Macacão Sleuk Off-White,Macacões,Off White,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/macacao-sleuk-off-white-4564
4565,Macacão Sleuk Preto,Macacões,Preto,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/macacao-sleuk-preto-4565
4566,Macacão Sleuk Vermelho,Macacões,Vermelho,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/macacao-sleuk-vermelho-4566
4367,Macacão Zander Off-White,Macacões,Off White,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/macacao-zander-off-white-4367
4703,Vestido Alvorada Off-White,Vestidos,Off White,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-alvorada-off-white-4703
4704,Vestido Alvorada Preto,Vestidos,Preto,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-alvorada-preto-4704
4705,Vestido Alvorada Vermelho,Vestidos,Vermelho,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-alvorada-vermelho-4705
4341,Vestido Axel Preto,Vestidos,Preto,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-axel-preto-4341
4342,Vestido Axel Vermelho,Vestidos,Vermelho,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-axel-vermelho-4342
4749,Vestido Bauhaus Preto,Vestidos,Preto,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-bauhaus-preto-4749
4750,Vestido Bauhaus Vermelho,Vestidos,Vermelho,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-bauhaus-vermelho-4750
3891,Vestido Bonet Off-White,Vestidos,Off White,36|38|40|42|44,5,100.0,https://www.intibrand.com/produto/vestido-bonet-off-white-3891
3889,Vestido Bonet Rosê,Vestidos,Rosê,36|38|40|42|44,5,100.0,https://www.intibrand.com/produto/vestido-bonet-rose-3889
4300,Vestido Brice Preto,Vestidos,Preto,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-brice-preto-4300
4343,Vestido Brice Vermelho,Vestidos,Vermelho,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-brice-vermelho-4343
4026,Vestido Catton Off-White,Vestidos,Off White,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-catton-off-white-4026
4764,Vestido Copan Off-White,Vestidos,Off White,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-copan-off-white-4764
4766,Vestido Copan Vermelho,Vestidos,Vermelho,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-copan-vermelho-4766
4787,Vestido Cowden Off-White,Vestidos,Off White,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-cowden-off-white-4787
4788,Vestido Cowden Preto,Vestidos,Preto,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-cowden-preto-4788
4789,Vestido Cowden Vermelho,Vestidos,Vermelho,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-cowden-vermelho-4789
4295,Vestido Fontana Off-White,Vestidos,Off White,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-fontana-off-white-4295
4298,Vestido Fontana Vermelho,Vestidos,Vermelho,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-fontana-vermelho-4298
4698,Vestido Harpa Preto,Vestidos,Preto,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-harpa-preto-4698
4699,Vestido Harpa Vermelho,Vestidos,Vermelho,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-harpa-vermelho-4699
4843,Vestido Ivory Azul,Vestidos,Azul,36|38|40|42|44,5,100.0,https://www.intibrand.com/produto/vestido-ivory-azul-4843
4842,Vestido Ivory Fúcsia,Vestidos,Fúcsia,36|38|40|42|44,5,100.0,https://www.intibrand.com/produto/vestido-ivory-fucsia-4842
4840,Vestido Ivory Off-White,Vestidos,Off White,36|38|40|42|44,5,100.0,https://www.intibrand.com/produto/vestido-ivory-off-white-4840
4841,Vestido Ivory Preto,Vestidos,Preto,36|38|40|42|44,5,100.0,https://www.intibrand.com/produto/vestido-ivory-preto-4841
4731,Vestido Linho Alanis Avelã,Vestidos,Avelã,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-linho-alanis-avela-4731
4729,Vestido Linho Alanis Off-White,Vestidos,Off White,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-linho-alanis-off-white-4729
4730,Vestido Linho Alanis Preto,Vestidos,Preto,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-linho-alanis-preto-4730
4780,Vestido Maddox Off-White,Vestidos,Off White,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-maddox-off-white-4780
4782,Vestido Maddox Vermelho,Vestidos,Vermelho,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-maddox-vermelho-4782
4719,Vestido Malmo Off-White,Vestidos,Off White,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-malmo-off-white-4719
4720,Vestido Malmo Preto,Vestidos,Preto,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-malmo-preto-4720
4721,Vestido Malmo Vermelho,Vestidos,Vermelho,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-malmo-vermelho-4721
4107,Vestido Matt Preto,Vestidos,Preto,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-matt-preto-4107
4936,Vestido Osbert Marrom,Vestidos,Marrom,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-osbert-marrom-4936
4933,Vestido Osbert Off-White,Vestidos,Off White,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-osbert-off-white-4933
4934,Vestido Osbert Preto,Vestidos,Preto,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-osbert-preto-4934
4164,Vestido Riccie Off-White,Vestidos,Off White,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-riccie-off-white-4164
4738,Vestido Sanaa Paetê Dourado,Vestidos,Paetê Dourado,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-sanaa-paete-dourado-4738
4739,Vestido Sanaa Paetê Prateado,Vestidos,Paetê Prateado,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-sanaa-paete-prateado-4739
4864,Vestido Tucker Off-White,Vestidos,Off White,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-tucker-off-white-4864
4866,Vestido Tucker Vermelho,Vestidos,Vermelho,34|36|38|40|42,5,100.0,https://www.intibrand.com/produto/vestido-tucker-vermelho-4866
4940,Blusa Alexis Off-White,Blusas,Off White,34|36|38|40|42|44,6,100.0,https://www.intibrand.com/produto/blusa-alexis-off-white-4940
4957,BLUSA ALEXIS OFF-WHITE + CALÇA JEANS MALCOLM AZUL ESCURO,Blusas,Off White,34|36|38|40|42|44,6,100.0,https://www.intibrand.com/produto/blusa-alexis-off-white-calca-jeans-malcolm-azul-escuro-4957
4956,BLUSA ALEXIS PRETA + CALÇA JEANS MALCOLM AZUL ESCURO,Blusas,Azul,34|36|38|40|42|44,6,100.0,https://www.intibrand.com/produto/blusa-alexis-preta-calca-jeans-malcolm-azul-escuro-4956
4941,Blusa Alexis Preto,Blusas,Preto,34|36|38|40|42|44,6,100.0,https://www.intibrand.com/produto/blusa-alexis-preto-4941
4631,Blusa Alpheus Off-White,Blusas,Off White,34|36|38|40|42|44,6,100.0,https://www.intibrand.com/produto/blusa-alpheus-off-white-4631
4632,Blusa Alpheus Preto,Blusas,Preto,34|36|38|40|42|44,6,100.0,https://www.intibrand.com/produto/blusa-alpheus-preto-4632
4896,Blusa Cesare Preto,Blusas,Preto,34|36|38|40|42|44,6,100.0,https://www.intibrand.com/produto/blusa-cesare-preto-4896
4918,BLUSA CESARE + SAIA RILEY | OFF-WHITE,Blusas,Off White,34|36|38|40|42|44,6,100.0,https://www.intibrand.com/produto/blusa-cesare-saia-riley-off-white-4918
4796,BLUSA MAYFAR + PANTALONA SAVOYE | OFF-WHITE,Blusas,Off White,34|36|38|40|42|44,6,100.0,https://www.intibrand.com/produto/blusa-mayfar-pantalona-savoye-off-white-4796
4838,Blusa Percy Off-White,Blusas,Off White,34|36|38|40|42|44,6,100.0,https://www.intibrand.com/produto/blusa-percy-off-white-4838
4930,BLUSA PERCY OFF-WHITE + CALÇA JEANS MALCOLM AZUL CLARO,Blusas,Off White,34|36|38|40|42|44,6,100.0,https://www.intibrand.com/produto/blusa-percy-off-white-calca-jeans-malcolm-azul-claro-4930
4931,BLUSA PERCY PRETA + CALÇA JEANS MALCOLM AZUL ESCURO,Blusas,Azul,34|36|38|40|42|44,6,100.0,https://www.intibrand.com/produto/blusa-percy-preta-calca-jeans-malcolm-azul-escuro-4931
4839,Blusa Percy Preto,Blusas,Preto,34|36|38|40|42|44,6,100.0,https://www.intibrand.com/produto/blusa-percy-preto-4839
4916,BLUSA PERCY + SAIA REMMY | PRETO,Blusas,Preto,34|36|38|40|42|44,6,100.0,https://www.intibrand.com/produto/blusa-percy-saia-remmy-preto-4916
4898,Blusa Tommaso Preto,Blusas,Preto,34|36|38|40|42|44,6,100.0,https://www.intibrand.com/produto/blusa-tommaso-preto-4898
4917,BLUSA TOMMASO + SAIA RILEY | PRETO,Blusas,Preto,34|36|38|40|42|44,6,100.0,https://www.intibrand.com/produto/blusa-tommaso-saia-riley-preto-4917
4927,BLUSA TOMMASO + SHORT CALEB | OFF-WHITE,Blusas,Off White,34|36|38|40|42|44,6,100.0,https://www.intibrand.com/produto/blusa-tommaso-short-caleb-off-white-4927
4894,Blazer Carmine Caramelo,Blazers,Caramelo,34|36|38|40|42|44,6,109.1,https://www.intibrand.com/produto/blazer-carmine-caramelo-4894
4955,BLAZER CARMINE CARAMELO + CALÇA JEANS MALCOLM AZUL CLARO,Blazers,Caramelo,34|36|38|40|42|44,6,109.1,https://www.intibrand.com/produto/blazer-carmine-caramelo-calca-jeans-malcolm-azul-claro-4955
4892,Blazer Carmine Off-White,Blazers,Off White,34|36|38|40|42|44,6,109.1,https://www.intibrand.com/produto/blazer-carmine-off-white-4892
4953,BLAZER CARMINE + PANTALONA SAVOYE | OFF-WHITE,Blazers,Off White,34|36|38|40|42|44,6,109.1,https://www.intibrand.com/produto/blazer-carmine-pantalona-savoye-off-white-4953
4954,BLAZER CARMINE + PANTALONA SAVOYE | PRETO,Blazers,Preto,34|36|38|40|42|44,6,109.1,https://www.intibrand.com/produto/blazer-carmine-pantalona-savoye-preto-4954
4893,Blazer Carmine Preto,Blazers,Preto,34|36|38|40|42|44,6,109.1,https://www.intibrand.com/produto/blazer-carmine-preto-4893
4958,BLAZER DONATO MARROM + PANTALONA SAVOYE OFF-WHITE,Blazers,Off White,34|36|38|40|42|44,6,109.1,https://www.intibrand.com/produto/blazer-donato-marrom-pantalona-savoye-off-white-4958
4962,BLAZER DONATO + PANTALONA SAVOYE OFF-WHITE,Blazers,Off White,34|36|38|40|42|44,6,109.1,https://www.intibrand.com/produto/blazer-donato-pantalona-savoye-off-white-4962
4963,BLAZER DONATO + PANTALONA SAVOYE PRETO,Blazers,Preto,34|36|38|40|42|44,6,109.1,https://www.intibrand.com/produto/blazer-donato-pantalona-savoye-preto-4963
4891,Blazer Vestido Darleen Marrom,Blazers,Marrom,34|36|38|40|42|44,6,109.1,https://www.intibrand.com/produto/blazer-vestido-darleen-marrom-4891
4890,Blazer Vestido Darleen Preto,Blazers,Preto,34|36|38|40|42|44,6,109.1,https://www.intibrand.com/produto/blazer-vestido-darleen-preto-4890
4849,Blazer Vestido Vincent Caramelo,Blazers,Caramelo,34|36|38|40|42|44,6,109.1,https://www.intibrand.com/produto/blazer-vestido-vincent-caramelo-4849
4847,Blazer Vestido Vincent Off-White,Blazers,Off White,34|36|38|40|42|44,6,109.1,https://www.intibrand.com/produto/blazer-vestido-vincent-off-white-4847
4848,Blazer Vestido Vincent Preto,Blazers,Preto,34|36|38|40|42|44,6,109.1,https://www.intibrand.com/produto/blazer-vestido-vincent-preto-4848
4445,Calça Jeans Dihl Azul Claro,Calças,Azul,34|36|38|40|42,5,111.1,https://www.intibrand.com/produto/calca-jeans-dihl-azul-claro-4445
4446,Calça Jeans Dihl Azul Escuro,Calças,Azul,34|36|38|40|42,5,111.1,https://www.intibrand.com/produto/calca-jeans-dihl-azul-escuro-4446
4008,Conjunto Denver Off-White,Conjuntos,Off White,34|36|38|40|42,5,111.1,https://www.intibrand.com/produto/conjunto-denver-off-white-4008
4215,Conjunto Fellicce Framboesa,Conjuntos,Framboesa,34|36|38|40|42,5,111.1,https://www.intibrand.com/produto/conjunto-fellicce-framboesa-4215
4212,Conjunto Fellicce Off-White,Conjuntos,Off White,34|36|38|40|42,5,111.1,https://www.intibrand.com/produto/conjunto-fellicce-off-white-4212
4214,Conjunto Fellicce Preto,Conjuntos,Preto,34|36|38|40|42,5,111.1,https://www.intibrand.com/produto/conjunto-fellicce-preto-4214
4217,Conjunto Fellicce Vermelho,Conjuntos,Vermelho,34|36|38|40|42,5,111.1,https://www.intibrand.com/produto/conjunto-fellicce-vermelho-4217
4339,Conjunto Ivy Off-White,Conjuntos,Off White,34|36|38|40|42,5,111.1,https://www.intibrand.com/produto/conjunto-ivy-off-white-4339
4336,Conjunto Ivy Preto,Conjuntos,Preto,34|36|38|40|42,5,111.1,https://www.intibrand.com/produto/conjunto-ivy-preto-4336
4702,Conjunto Lamellae Azul,Conjuntos,Azul,34|36|38|40|42,5,111.1,https://www.intibrand.com/produto/conjunto-lamellae-azul-4702
4700,Conjunto Lamellae Off-White,Conjuntos,Off White,34|36|38|40|42,5,111.1,https://www.intibrand.com/produto/conjunto-lamellae-off-white-4700
4701,Conjunto Lamellae Preto,Conjuntos,Preto,34|36|38|40|42,5,111.1,https://www.intibrand.com/produto/conjunto-lamellae-preto-4701
3955,Conjunto Mitchell Preto,Conjuntos,Preto,34|36|38|40|42,5,111.1,https://www.intibrand.com/produto/conjunto-mitchell-preto-3955
4801,Pantalona Braxton Off-White,Calças,Off White,34|36|38|40|42,5,111.1,https://www.intibrand.com/produto/pantalona-braxton-off-white-4801
4802,Pantalona Braxton Preto,Calças,Preto,34|36|38|40|42,5,111.1,https://www.intibrand.com/produto/pantalona-braxton-preto-4802
3721,Pantalona Savoye Areia,Calças,Areia,36|38|40|42|44,5,111.1,https://www.intibrand.com/produto/pantalona-savoye-areia-3721
3635,Pantalona Suytun Preta,Calças,,36|38|40|42|44,5,111.1,https://www.intibrand.com/produto/pantalona-suytun-preta-3635
4853,Macacão Amber Off-White,Macacões,Off White,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/macacao-amber-off-white-4853
4854,Macacão Amber Preto,Macacões,Preto,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/macacao-amber-preto-4854
4855,Macacão Amber Vermelho,Macacões,Vermelho,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/macacao-amber-vermelho-4855
4786,Macacão Breddon Marrom,Macacões,Marrom,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/macacao-breddon-marrom-4786
4783,Macacão Breddon Off-White,Macacões,Off White,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/macacao-breddon-off-white-4783
4784,Macacão Breddon Preto,Macacões,Preto,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/macacao-breddon-preto-4784
4785,Macacão Breddon Vermelho,Macacões,Vermelho,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/macacao-breddon-vermelho-4785
4975,Macacão Linho Armand Azul,Macacões,Azul,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/macacao-linho-armand-azul-4975
4977,Macacão Linho Armand Marrom,Macacões,Marrom,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/macacao-linho-armand-marrom-4977
4976,Macacão Linho Armand Preto,Macacões,Preto,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/macacao-linho-armand-preto-4976
4810,Macacão Megan Off-White,Macacões,Off White,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/macacao-megan-off-white-4810
4959,Macacão Novari Off-White,Macacões,Off White,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/macacao-novari-off-white-4959
4960,Macacão Novari Preto,Macacões,Preto,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/macacao-novari-preto-4960
4961,Macacão Novari Vermelho,Macacões,Vermelho,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/macacao-novari-vermelho-4961
4385,Vestido Acacius Off-White,Vestidos,Off White,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/vestido-acacius-off-white-4385
4386,Vestido Acacius Preto,Vestidos,Preto,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/vestido-acacius-preto-4386
4387,Vestido Acacius Vermelho,Vestidos,Vermelho,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/vestido-acacius-vermelho-4387
4989,Vestido Bianchi Marrom,Vestidos,Marrom,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/vestido-bianchi-marrom-4989
4986,Vestido Bianchi Off-White,Vestidos,Off White,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/vestido-bianchi-off-white-4986
4987,Vestido Bianchi Preto,Vestidos,Preto,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/vestido-bianchi-preto-4987
4988,Vestido Bianchi Vermelho,Vestidos,Vermelho,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/vestido-bianchi-vermelho-4988
4952,Vestido Brent Marrom,Vestidos,Marrom,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/vestido-brent-marrom-4952
4950,Vestido Brent Off-White,Vestidos,Off White,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/vestido-brent-off-white-4950
4951,Vestido Brent Preto,Vestidos,Preto,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/vestido-brent-preto-4951
4145,Vestido Bridget Vermelho,Vestidos,Vermelho,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/vestido-bridget-vermelho-4145
4800,Vestido Cameron Azul,Vestidos,Azul,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/vestido-cameron-azul-4800
4799,Vestido Cameron Fúcsia,Vestidos,Fúcsia,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/vestido-cameron-fucsia-4799
4797,Vestido Cameron Off-White,Vestidos,Off White,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/vestido-cameron-off-white-4797
4798,Vestido Cameron Preto,Vestidos,Preto,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/vestido-cameron-preto-4798
4822,Vestido Dylan Off-White,Vestidos,Off White,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/vestido-dylan-off-white-4822
4823,Vestido Dylan Preto,Vestidos,Preto,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/vestido-dylan-preto-4823
4824,Vestido Dylan Vermelho,Vestidos,Vermelho,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/vestido-dylan-vermelho-4824
4969,Vestido Fontaine Framboesa,Vestidos,Framboesa,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/vestido-fontaine-framboesa-4969
4968,Vestido Fontaine Off-White,Vestidos,Off White,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/vestido-fontaine-off-white-4968
4970,Vestido Fontaine Preto,Vestidos,Preto,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/vestido-fontaine-preto-4970
4971,Vestido Fontaine Vermelho,Vestidos,Vermelho,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/vestido-fontaine-vermelho-4971
4492,Vestido Jones Off-White,Vestidos,Off White,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/vestido-jones-off-white-4492
4493,Vestido Jones Preto,Vestidos,Preto,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/vestido-jones-preto-4493
4494,Vestido Jones Vermelho,Vestidos,Vermelho,34|36|38|40|42|44,6,120.0,https://www.intibrand.com/produto/vestido-jones-vermelho-4494
