product_id,name,category,color,old_price,new_price,old_discount_pct,new_discount_pct,old_in_sale,new_in_sale,price_changed,markdown_changed
3589,Conjunto Campbell Rosê,Conjuntos,Rosê,324.75,324.75,50.0,50.0,True,True,False,False
3592,Conjunto Murano Pink,Conjuntos,Pink,297.25,297.25,50.0,50.0,True,True,False,False
3593,Conjunto Murano Preto,Conjuntos,Preto,297.25,297.25,50.0,50.0,True,True,False,False
3594,Conjunto Murano Rosê,Conjuntos,Rosê,297.25,297.25,50.0,50.0,True,True,False,False
3595,Conjunto Platte Off-White,Conjuntos,Off White,247.25,247.25,50.0,50.0,True,True,False,False
3608,Cropped Daksa Pink Juice,Croppeds,Pink Juice,239.5,239.5,,,False,False,False,False
3612,Cropped Linho Lugano Pink,Croppeds,Pink,264.5,264.5,,,False,False,False,False
3615,Cropped Nahanni Pink Juice,Croppeds,Pink Juice,274.5,274.5,,,False,False,False,False
3620,Cropped Phuket Pink Juice,Croppeds,Pink Juice,344.5,344.5,,,False,False,False,False
3635,Pantalona Suytun Preta,Calças,,424.5,424.5,,,False,False,False,False
3636,Pareô Maya Azul Marinho,Pareôs,Azul Marinho,449.0,449.0,,,False,False,False,False
3640,Pareô Maya Preto,Pareôs,Preto,569.0,569.0,,,False,False,False,False
3697,Vestido Mayon Pink,Vestidos,Pink,1149.5,1149.5,,,False,False,False,False
3699,Vestido Mayon Rosê,Vestidos,Rosê,1149.5,1149.5,,,False,False,False,False
3706,Vestido Zakynthos Rosê,Vestidos,Rosê,849.5,849.5,,,False,False,False,False
3715,Pareô Azul,Pareôs,Azul,389.0,389.0,,,False,False,False,False
3718,Pareô Maya Azul,Pareôs,Azul,269.5,269.5,,,False,False,False,False
3721,Pantalona Savoye Areia,Calças,Areia,789.0,789.0,,,False,False,False,False
3734,Blazer Alvar Azul Índigo,Blazers,Azul Índigo,494.5,494.5,,,False,False,False,False
3738,Macacão Alberts Bege,Macacões,Bege,694.5,694.5,,,False,False,False,False
3739,Macacão Alberts Off-White,Macacões,Off White,694.5,694.5,,,False,False,False,False
3740,Macacão Alberts Preto,Macacões,Preto,1250.1,1250.1,,,False,False,False,False
3750,Biquíni Nari Off-White,Biquínis,Off White,95.0,95.0,59.49,59.49,True,True,False,False
3767,Cropped Saarinen Off-White,Croppeds,Off White,384.5,384.5,,,False,False,False,False
3774,Body Claude Off-White,Bodies,Off White,789.0,789.0,,,False,False,False,False
3815,Biquíni Hess Pérola,Biquínis,Pérola,112.5,112.5,62.44,62.44,True,True,False,False
3870,Cropped Brooks Azul Marinho,Croppeds,Azul Marinho,399.5,399.5,,,False,False,False,False
3878,Saia Hill Pink,Saias,Pink,329.5,329.5,,,False,False,False,False
3880,Cropped Adams Off-White,Croppeds,Off White,339.5,339.5,,,False,False,False,False
3882,Cropped Adams Preto,Croppeds,Preto,339.5,339.5,,,False,False,False,False
3889,Vestido Bonet Rosê,Vestidos,Rosê,994.5,994.5,,,False,False,False,False
3891,Vestido Bonet Off-White,Vestidos,Off White,994.5,994.5,,,False,False,False,False
3902,Biquíni Mies Azul Turquesa,Biquínis,Azul Turquesa,105.0,105.0,61.04,61.04,True,True,False,False
3903,Biquíni Mies Preto,Biquínis,Preto,105.0,105.0,61.04,61.04,True,True,False,False
3904,Biquíni Mies Off-White,Biquínis,Off White,105.0,105.0,61.04,61.04,True,True,False,False
3948,Saída Bennett Pérola,Saídas,Pérola,989.0,989.0,,,False,False,False,False
3949,Saída Bennett Preta,Saídas,,989.0,989.0,,,False,False,False,False
3955,Conjunto Mitchell Preto,Conjuntos,Preto,424.75,424.75,50.0,50.0,True,True,False,False
3964,Pareô Maya Pérola,Pareôs,Pérola,569.0,569.0,,,False,False,False,False
